NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
KEGG_LYSINE_DEGRADATION	KEGG_LYSINE_DEGRADATION		42	0.2068341	1.5975125	0.052854124	0.09654366	0.979	11733	tags=76%, list=56%, signal=171%	
KEGG_PEROXISOME	KEGG_PEROXISOME		72	0.15534815	1.5776472	0.043032788	0.10407925	0.987	12865	tags=76%, list=61%, signal=195%	
KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM	KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM		26	0.2559521	1.5768522	0.04761905	0.1026141	0.987	3536	tags=42%, list=17%, signal=51%	
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY		86	0.1441865	1.5586458	0.05179283	0.10918597	0.991	9247	tags=58%, list=44%, signal=103%	
KEGG_BUTANOATE_METABOLISM	KEGG_BUTANOATE_METABOLISM		29	0.24491014	1.5549107	0.07081545	0.10888292	0.993	4302	tags=45%, list=20%, signal=56%	
KEGG_PROSTATE_CANCER	KEGG_PROSTATE_CANCER		82	0.14453202	1.5390737	0.06882591	0.11588902	0.996	13960	tags=80%, list=66%, signal=236%	
KEGG_BETA_ALANINE_METABOLISM	KEGG_BETA_ALANINE_METABOLISM		19	0.29007593	1.5207052	0.0761523	0.123354256	0.998	9442	tags=74%, list=45%, signal=133%	
KEGG_MAPK_SIGNALING_PATHWAY	KEGG_MAPK_SIGNALING_PATHWAY		231	0.08281157	1.4940374	0.073469386	0.13704611	0.999	9791	tags=55%, list=46%, signal=101%	
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY		50	0.1775477	1.4842665	0.08216433	0.14027314	1.0	14424	tags=86%, list=68%, signal=271%	
KEGG_REGULATION_OF_AUTOPHAGY	KEGG_REGULATION_OF_AUTOPHAGY		19	0.27273157	1.466307	0.08113591	0.14907645	1.0	15367	tags=100%, list=73%, signal=367%	
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION		77	0.14264551	1.4639765	0.08528785	0.14807604	1.0	13457	tags=78%, list=64%, signal=214%	
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	KEGG_REGULATION_OF_ACTIN_CYTOSKELETON		182	0.09172588	1.4560893	0.075367644	0.15052578	1.0	10265	tags=58%, list=49%, signal=111%	
KEGG_GALACTOSE_METABOLISM	KEGG_GALACTOSE_METABOLISM		20	0.26832828	1.4422396	0.09939148	0.15674312	1.0	14404	tags=95%, list=68%, signal=298%	
KEGG_OOCYTE_MEIOSIS	KEGG_OOCYTE_MEIOSIS		101	0.12524329	1.4405009	0.09677419	0.15556583	1.0	12843	tags=73%, list=61%, signal=186%	
KEGG_ADHERENS_JUNCTION	KEGG_ADHERENS_JUNCTION		70	0.14622399	1.4164652	0.11089109	0.16985476	1.0	5370	tags=40%, list=25%, signal=53%	
KEGG_SPHINGOLIPID_METABOLISM	KEGG_SPHINGOLIPID_METABOLISM		34	0.20459376	1.4161847	0.08278867	0.16751958	1.0	8110	tags=59%, list=38%, signal=95%	
KEGG_VEGF_SIGNALING_PATHWAY	KEGG_VEGF_SIGNALING_PATHWAY		64	0.14849836	1.4069418	0.11801242	0.17150086	1.0	9414	tags=59%, list=45%, signal=107%	
KEGG_ONE_CARBON_POOL_BY_FOLATE	KEGG_ONE_CARBON_POOL_BY_FOLATE		17	0.28627804	1.3966823	0.12815534	0.17628118	1.0	7625	tags=65%, list=36%, signal=101%	
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION		100	0.117589414	1.3879682	0.11680328	0.18057232	1.0	3864	tags=30%, list=18%, signal=37%	
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM		38	0.19108216	1.3821043	0.107750475	0.18201092	1.0	10979	tags=71%, list=52%, signal=148%	
KEGG_NON_SMALL_CELL_LUNG_CANCER	KEGG_NON_SMALL_CELL_LUNG_CANCER		51	0.16952746	1.3797839	0.1369606	0.18117636	1.0	12166	tags=75%, list=58%, signal=175%	
KEGG_P53_SIGNALING_PATHWAY	KEGG_P53_SIGNALING_PATHWAY		66	0.14338611	1.3755077	0.101265825	0.18167162	1.0	9782	tags=61%, list=46%, signal=113%	
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY		92	0.12047481	1.3431853	0.13461539	0.20190598	1.0	8716	tags=53%, list=41%, signal=90%	
KEGG_LONG_TERM_DEPRESSION	KEGG_LONG_TERM_DEPRESSION		48	0.16411638	1.3430157	0.12825651	0.19935578	1.0	11943	tags=73%, list=57%, signal=167%	
KEGG_GLYCOSAMINOGLYCAN_DEGRADATION	KEGG_GLYCOSAMINOGLYCAN_DEGRADATION		19	0.2522176	1.3150089	0.16255145	0.21953179	1.0	10241	tags=74%, list=48%, signal=143%	
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS	KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS		22	0.234058	1.3048189	0.16735537	0.22530407	1.0	11383	tags=77%, list=54%, signal=167%	
KEGG_GLYCEROLIPID_METABOLISM	KEGG_GLYCEROLIPID_METABOLISM		43	0.16866285	1.2926801	0.17794971	0.23220487	1.0	3321	tags=33%, list=16%, signal=39%	
